"460517795,2025-11-27T06:47:46Z,1404/09/06 10:17,TrendisFriend,trendisfriend,twit,#اهرم \n\n*******اهرم شاخص سقف قبلی رو با قدرت رد کرد*********"
"460517791,2025-11-27T06:47:27Z,1404/09/06 10:17,محسن,drnejati,twit,#خودرو فقط موندم طلا از 99تا الان 12برابر شده یعنی 1200درصد چطور سهام هنوز زیر قیمت 99هست ریس سازمان بورس و ناظرش باید حسابرسی بشن چرا سهام در ارزش ذاتی خودشون بجای حمایت با فروش حقوقی وبازارگردان باعث ریزش میشه صندوق طلا در ارزش ذاتی طلا  توسط حقوقی حمایت میشه ونمیزارده زیر ارزش ذاتی فروخته بشه خجالت نمیکشین"
"460517782,2025-11-27T06:46:21Z,1404/09/06 10:16,Ali,ali831,twit,#شاخص_بورس \nبه نظر میاد از بانکی ها دی در میان مدت عملکرد بهتری داشته باشه حقوقی خوب داره حمایت میکنه"
"460517779,2025-11-27T06:46:10Z,1404/09/06 10:16,Sara.saraee,sara1352,twit,#شلیا \n601 خريدم\n٧١٤ فروختم\nبهترين سهم نوسانى"
"460517774,2025-11-27T06:45:52Z,1404/09/06 10:15,TrendisFriend,trendisfriend,twit,#اهرم \n======================================\nببینید  دوستان گرامی و عزیز                              =\n                                                                   =\nاهرم حتما تا 3300 تومن بالا میره                         =\n\nحتی اگر مذاکرات جدی و مثبت بشه این بورسه که رشد میکنه =\n                                                                                =\nو طلا نزولی میشه آیا قبول دارید؟                                     =\n============================================="
"460517770,2025-11-27T06:45:15Z,1404/09/06 10:15,Ali,ali831,twit,#شاخص_بورس \nآقای هژیر\nچقدر میگیری بابت نشر این اراجیف\nلااقل وطن فروش نباش"
"460517766,2025-11-27T06:44:27Z,1404/09/06 10:14,has_saham,hassaham1403,twit,#داوه سلام دوستان خبری تازه از افزایش سرمایه وعده داده شده ۵ ماه پیش مجمع دارید"
"460517749,2025-11-27T06:40:00Z,1404/09/06 10:10,باران مهر,baranmehr,twit,#شپاکسا \nبه به 👌👌👌"
"460517741,2025-11-27T06:39:31Z,1404/09/06 10:09,هژیر,hsja99,twit,#شاخص_بورس در هر صورت بحث اقتصاد کشور مشخصه  و نیاز به حاشیه نداره \nآقای مدنی زاده طراح افزایش قیمت بنزین در ۹۸ هم بودن  حالا هم که در راس این امر تمام \n\nاقتصاد کشور و چرخه معیوب \nمثل چرخه آب کشور \nمثل چرخه گوشت و مرغ \nمثل چرخه حقوق کارمند و کارگر \nمثل چرخه هوای پاک و جنگل داری \nمثل چرخه امنیت \nمثل چرخه عدم تبعیض سیم کارت سفید کارت سوخت سفید ... \nمثل چرخه تحصیل و آموزش \nچرخه انتخابات مجلس و ریاست جمهوری \nچرخه گزینش نیروی متخصص\nچرخه شورای شهر و شهرداری ها و تجهیزات آتش نشانی ها \nچرخه بیمارستانها و فرودگاه‌ها \nچرخه سهمیه دانشجویی تمامی این چرخه معیوب و زنگ زده"
"460517735,2025-11-27T06:39:02Z,1404/09/06 10:09,باران مهر,baranmehr,twit,#شغدیر \nسهم داره جمع میشه👌👌\nبرای انفجار مجدد💚"
