"461125137,2025-12-27T06:48:02Z,1404/10/06 10:18,مهران,mahdi660501m,twit,#دی من ری د م تو ماه دی تو بانک دی تو سهم دی تو هرچی که دی داره توش ۴ساله بدبختمون کرده هی میخوام پیام منفی نزارم نمیشه کله سهمهای بورس توی این ۴سال حداقل ۴برابر شدن این سهم اشغال نابودمون کرد این باره چندمه تعلیق میشه بخاطره این که میخواد سره سهام دارو کلاه بزاره ل ع نت به همتون همه بازار ۲۰روزه مثبت هست دی به بهونه های مختلف بسته هست"
"461117628,2025-12-26T20:07:40Z,1404/10/05 23:37,Parsa,farhad4242,retwit,#وساپا \n\n⇦ محاسبات براورد قیمت پایه هرسهم تودلی سایپا  \n\nقیمت پایه هر سهم سایپا (بدون احتساب ارزش مدیریتی ) در تاریخ 6 شهریور 1401 بر اساس گزارش  ارزشگذاری کارشناسان رسمی دادگستری برابر با 344.2 تومان ( طبق سند بالا روی کدال )\n\nدر آن تاریخ قیمت دلار 28 هزار تومان بوده است\n\n🔹امروز با دلار تالار دوم 117 هزارتومانی هر سهم سایپا می شود : 1440 تومان قبل از افزایش سرمایه که می شود 170 تومان قیمت فعلی\n\n🔹امروز با دلار آزاد 135 هزار تومانی هر سهم سایپا می شود : 1660 تومان قبل از افزایش سرمایه که می شود حدود 200 تومان فعلی\n\nبه مبالغ پایه فوق باید ارزش مدیریتی و حق برند افزوده شود چون بلوک 42 درصدی تودلی سایپا یک بلوک کنترلی مدیریتی است\n\n(وساپا   ورنا  خساپا )"
"461125120,2025-12-27T06:47:52Z,1404/10/06 10:17,عموجانی,khavari2025,twit,#شتران \nیه مقدار خرید شد"
"461125117,2025-12-27T06:47:50Z,1404/10/06 10:17,Mohammad,maten1,twit,#ساوه \nساوه\n\nفرصت  ورود 1%+\nاستفاده  بفرمایید .\n\n.🗓1404/10/06\n@departeman_ir"
"461123414,2025-12-27T06:18:04Z,1404/10/06 09:48,arastoo,masteraccount,retwit,#وبملت خبری مهم برای سهام گروه بانکی 🔴 \nواگذاری سهام دولت در ۳ بانک بورسی ، بزودی آغاز خواهد شد.گروه بانکی اولین گروهی که بزودی مورد استقبال سهامداران قرار خواهد گرفت."
"461118062,2025-12-26T20:35:30Z,1404/10/06 00:05,Parsa,bzil,retwit,جالبه که تو لیست سهام تودلی سایپا \n۲۲ درصد واسه #وساپا 🤑✅️\n۱۷ درصد واسه ورنا 😉\n📊 جدول ترکیب سهام تودلی سایپا \n\n42 درصد سهام مدیریتی و کنترلی سایپا از نوع سهام  تودلی و چرخه ایی است که در اختیار وساپا و ورنا هست و طبق الزام قانونی باید در همین امسال واگذار شود و طبق مصاحبه عضو هیات مدیره سایپا با صداوسیما کار ارزشگذاری سهام سایپا توسط کانون کارشناسان رسمی قوه قضاییه تکمیل شده و مزایده بلوک سهام تودلی سایپا در دی‌ماه ۱۴۰۴ انجام می شود"
"461125094,2025-12-27T06:47:28Z,1404/10/06 10:17,آینده نگر بازار,aza59229,quote,#شاخص_بورس \n\n3 عرضه اوراق در هفته جاری !\n\nاحتیاط در انجام معاملات به سهامداران تازه وارد ، مبتدی و غیر حرفه ای توصیه میگردد .\n\n\n..."
"461125076,2025-12-27T06:47:13Z,1404/10/06 10:17,تازه كار,vahidxyz2020,twit,#شمواد اين سهم تا 14 هم بستس يا باز يه پيام جديد تو tse اومده كه تا  دو روز بستس!!"
"461125071,2025-12-27T06:47:06Z,1404/10/06 10:17,قدرت گوزنها,524mjhngjyh,quote,#وبملت \nصندوق های اهرمی دیگه گیر کسی نمی یاد 🌷"
"461125063,2025-12-27T06:46:41Z,1404/10/06 10:16, صدر,heydariiii,twit,#نقرابی \n\n\nنقرابی یه فرصتی بود که کمتر تو بازار های مالی تکرار میشه"
