"460642188,2025-12-03T06:48:24Z,1404/09/12 10:18,میثم ش,meysam2020sh,twit,#شلرد \nبیچاره نجفی.\nشلرد رو ول کرد رفت پترول خرید"
"460642183,2025-12-03T06:48:12Z,1404/09/12 10:18,م.ک,meysamkahe,twit,#فزر وقتی توی یک رنج قیمت درجا می زنه یعنی داره کنترل میشه وگرنه قیمت طلا و دلار تا آخر سال صعودی هست. حداقل مطمینی صعود می کنه برخلاف سهم ها که هیچی معلوم‌نیست"
"460642180,2025-12-03T06:48:10Z,1404/09/12 10:18,equalizer,equalizer1132,twit,#فپنتا \nتو منفی ۳ خرید \nفرداش تو مثبت بدید بره فعلا"
"460642177,2025-12-03T06:48:07Z,1404/09/12 10:18,ZAGROS,zagros12345,twit,#خاور کسانی که اینجا کد میگیرم ابدا اجازه رشد به سهم نخواهند داد چون با سود مجدد خارج میشن و سهم مجدد در جا نیزنه"
"460642172,2025-12-03T06:47:58Z,1404/09/12 10:17,Sm18,sm18,twit,#وسدید \nبازار گردان خیلی د ل ه ای داره این سهم، چ س روزی!"
"460642168,2025-12-03T06:47:52Z,1404/09/12 10:17,ایرانی,irani0,quote,عزیزم ناظر اقدام چی بکنه\nسازمان زیرمجموعه کوچکی از بازارساز هست و بازارساز داره با شاخص‌سازها اون طوری که خودش میخواد بازار را کنترل میکنه\nبه نظر من بازارساز فعلا نمی‌خواد وبملت رشد کنه\nچون این طوری سهام دیگر به خصوص سهام کوچک خیلی عقب می‌افتند و کسی دیگه بهشون استقبال نمیکنه\nو عقب افتادگی شاخص هم‌وزن از شاخص کل خیلی زیادتر میشه\nپس فعلا تو سر وبملت میزنه تا همه برسند بعد به وبملت میگه حالا با هم برید\nهمه بازار به هم پیوسته هست و در اختیار بازارساز هست و پول را میان سهام مختلف می‌چرخونه نوسانش را هم میگره و حالش را هم میبره"
"460642032,2025-12-03T06:45:01Z,1404/09/12 10:15,آینده نگر بازار,aza59229,retwit,#شاخص_بورس \n\nمتأسفانه حجم سفارش های فروش در حال افزایش میباشد !\n\nدلیل فعلا نامشخص ؟\n\n..."
"460642159,2025-12-03T06:47:44Z,1404/09/12 10:17,افشار دوم,chelseafc,twit,#شاخص_بورس \nدامنه نوسان رو محدود کردن بعد انتظار دارن بازار حجم بخوره \nچقدر مگه میتونید ناد‌ان باشید"
"460642151,2025-12-03T06:47:16Z,1404/09/12 10:17,احسان,ehsanch,twit,من چون هرچی میفروشم از فرداش صف خرید میشه، #ذوب نمیفروشم..."
"460642149,2025-12-03T06:47:11Z,1404/09/12 10:17,مملو,mpers1399,twit,اینجا یه بازار دولتیه و به تبع بیشترین نفع رو خود دولت باید ببره که میبره ولی دولت بازم به این راحتی اجازه نخواهد داد کسی سود کنه واین دولت با کسری بودجه های بسیار قطعاً تا مطمئن نشه از توافق و صلح اجازه رشد زیاد به بازار نخواهد داد سخت ترین آدمها ور این بازار فعال هستند"
