"457038692,2025-04-22T06:18:02Z,1404/02/03 09:48,تحلیل مهندسی,ofoghdoor,twit,#خکاوه دوستان دوستان من ۲۵۰ تومن را تو این سهم راحت راحت میبینم حالا این من این شما نگفتم ۱۰۰ باز میشه رفتیم برایر۲۵۰ تومن"
"457038687,2025-04-22T06:17:57Z,1404/02/03 09:47,Ah707@,sad330920,twit,#بکهنوج چطوره کسی تو مجمع حرفی نمیزنه.."
"457038680,2025-04-22T06:17:45Z,1404/02/03 09:47,shakhak,shakhak40,twit,#شاخص_بورس خپویش  ومپنا پترول و آبادا فرصت خرید"
"457038677,2025-04-22T06:17:43Z,1404/02/03 09:47,افستی ها,hfamil,twit,#وبصادر دارن جواب سهامداران رو که تقاضای افزایش دامنه رو کرده بودن میدن"
"457038670,2025-04-22T06:17:40Z,1404/02/03 09:47,فراهانی,raza6479,twit,#شتران  هدف ۱۹۰ 😜😜"
"457038665,2025-04-22T06:17:29Z,1404/02/03 09:47,برهان ,hshamie,twit,#نوری همین که حقوقی نوری در مثبت میفروشه در منفی عرضه نمیکنه و میخره نشانه هایی برای عاقلان توش نهفته است. بازار گردان این سهم 6 همت نقدینگی داره و اصلا جای نگرانی نیست ... قطعا به موقش وارد میشه"
"457038658,2025-04-22T06:17:26Z,1404/02/03 09:47,TEZAR,trader024,quote,#شاخص_بورس  اژدها وارد میشود!\nامیدوارم یک بازگشایی باشکوه داشته باشیم.\nو به کمک لیدر بازار از این محدوده مقاوتی هم وزن خارج بشیم.\n#خودرو"
"457038653,2025-04-22T06:17:20Z,1404/02/03 09:47,Sd,abi00800,twit,#وتجارت بالاخره امروز خریدم"
"457038645,2025-04-22T06:17:03Z,1404/02/03 09:47,ali702,ali702,twit,#شگستر \nسهمی مزخرف"
"457038636,2025-04-22T06:16:53Z,1404/02/03 09:46,...,hadoooooooo,quote,واقعیت تابلو با ذهنیت ما متفاوته"
