"464763872,2026-07-24T08:41:23Z,1405/05/02 12:11,مهران احمدی,plmzaq,twit,#وبصادر هدف‌گذاری ۱۲۰ همتی: افشین خانی، مدیرعامل بانک، برنامه مدونی برای افزایش سرمایه تا سقف ۱۲۰ همت را اعلام کرد.\n\n،سود انباشته و آورده نقدی: مقرر شده است سالانه حداقل ۲۰ همت از محل سود انباشته و آورده نقدی به سرمایه بانک اضافه شود تا نسبت کفایت سرمایه به‌صورت واقعی اصلاح گردد."
"464763862,2026-07-24T08:40:40Z,1405/05/02 12:10,ایران وطنم پاره تنم,ram7878,quote,#شاخص_بورس واقعاً چه سهم هایی p/e زیر ۵ قرار دارند که با این تورم و افزایش دیگر بازارها باید p/e ۲۰ باید باشند به زودی بورس هم راه اش را پیدا خواهد کرد"
"464763843,2026-07-24T08:38:15Z,1405/05/02 12:08,مهران احمدی,plmzaq,twit,#وبصادر اگرچه سود نقدی تقسیمی (4 ریال) به دلیل محدودیت‌های نظارتی کمتر از انتظار سهامداران بود، اما انباشت سرمایه و اصلاح ترازنامه، پتانسیل رشد ارزش ذاتی سهم در بازار سرمایه را به شدت افزایش داده است. بانک صادرات اکنون با سرمایه ۷۸ همتی و چشم‌انداز ۱۲۰ همتی، خود را برای لیدری در نظام بانکی آماده می‌کند."
"464758088,2026-07-23T18:09:55Z,1405/05/01 21:39,سپهر,sepehr73p,retwit,#عیار با این فرمون بریم جلو و این رشد تتر،  شنبه مثبت سنگینی میخوره عیار حداقل مثبت ۵"
"464763827,2026-07-24T08:36:43Z,1405/05/02 12:06,Nothing,barandideh,quote,اولا کی این جنگها رو تحمیل کرده؟\nثانیا شما به این میگین امنیت؟\nشدیم مثل غزه و حنوب لبنان. هر وقت دلشون میخواد میان میزنند و میروند.\nدلتان هم خوش است به ایکنه نفت شده 100 دلار؟  خب بشه 500 دلار. وقتی نمیتونیم بفروشیم به چه دردی میخوره؟\nاونها صرر میکنند ولی ما داریم نابود میشیم.\nمردم کشورمون هر روز فقیرتر میشن\nسطح دغدغه های مردم رسیده به آب و برق و غذا و نگراان این هستند که اگر نیروگاهها و پالایشگاههای ما هم بزنن دیگه بدتر از افغانستان میشیم.\nتوهمات شما زندگی ما و کشور ما را نابود کرد\nاندکی فکر کنید"
"464763812,2026-07-24T08:35:08Z,1405/05/02 12:05,سرمایه گذار,sajad3038,twit,#ورنا #وساپا \nفقط باید این سهم های سایپا رو تعلیق کنن تا واگذاری رو تسریع کنن.\n\nفقط به سازمان اعتراض کنید.\n\nمن خیلی از سایپا و سرمایه گذاری سایپا پیگیری کردم ولی پاسخ درست و حسابی نمی‌دن.\n\nتعلیق تا زمان آگهی"
"464763808,2026-07-24T08:35:06Z,1405/05/02 12:05,مجید,majid1446,twit,#وصندوق به ازای هر سهم ۱۸۴۰ ریال سود تصویب شد. / سود سهامداران حقیقی دارای کد سجام در تاریخ ۱۴۰۵/۰۵/۰۷ از طریق سامانه سجام به شماره حساب اعلام‌شده واریز خواهد شد."
"464763786,2026-07-24T08:33:19Z,1405/05/02 12:03,Garnik,garnik,twit,با سلام یک سهم معرفی کنید تا بخرم برای نگهداری دو ساله با سود فضایی سپاسگزارم"
"464763775,2026-07-24T08:32:46Z,1405/05/02 12:02,SOREN,ghasemi742,twit,#شاخص_بورس  p/e های زیر 5"
"464763769,2026-07-24T08:32:44Z,1405/05/02 12:02,پسر جهنمی ,evilboy1404,quote,#شاخص_بورس \n\nحرف حق 👍👍👍👍👍"
